f	Total	3ETcryo10	3ETcryo15	3ETamb10	3ETamb15	3ET2CEcryo10	3ET2CEamb10	3ET2CEcryo15	3ET2CEamb15	2ETcryo15al	2ETcryo15misal	2ETamb15al	2ETamb15misal	2ETcryo20al	2ETcryo20misal	2ETamb20al	2ETamb20misal	2ET2CEcryo15al	2ET2CEcryo15misal	2ET2CEamb15al	2ET2CEamb15misal	2ET2CEcryo20al	2ET2CEcryo20misal	2ET2CEamb20al	2ET2CEamb20misal
1.0	2.7510508260269846e-10	5.4480420294877833e-14	1.3759304603205691e-14	1.4905822793600418e-13	4.1327825789578e-14	3.6940286178810266e-14	3.705281570740574e-14	1.359514782574698e-14	3.705281570740574e-14	4.196251322272701e-14	4.196251322272701e-14	6.765740943506695e-14	6.765740943506695e-14	1.3730169604210316e-14	1.3730169604210316e-14	3.9184503785499083e-14	3.9184503785499083e-14	3.6940286178810266e-14	3.6940286178810266e-14	3.705281570740574e-14	3.705281570740574e-14	1.359514782574698e-14	1.359514782574698e-14	3.705281570740574e-14	3.705281570740574e-14
2.0004003202562055	4.2927449340904354e-10	9.971520905259165e-14	8.323208562794203e-15	2.459359366460997e-13	7.928802510885973e-14	7.245540760234631e-14	7.268034926878824e-14	8.071696827261732e-15	7.268034926878824e-14	8.025535699380916e-14	8.025535699380916e-14	1.2015295267662818e-13	1.2015295267662818e-13	8.277900824098763e-15	8.277900824098763e-15	7.597278428328252e-14	7.597278428328252e-14	7.245540760234631e-14	7.245540760234631e-14	7.268034926878824e-14	7.268034926878824e-14	8.071696827261732e-15	8.071696827261732e-15	7.268034926878824e-14	7.268034926878824e-14
3.00080064051241	5.533295974280346e-10	5.792982542195151e-14	3.249354214424106e-16	2.452434830500172e-13	3.1842002317530524e-14	2.2923768749289164e-14	2.3406478140331272e-14	6.831074010138666e-18	2.3406478140331272e-14	3.293324902370491e-14	3.293324902370491e-14	8.424307860182046e-14	8.424307860182046e-14	2.667043911195592e-16	2.667043911195592e-16	2.7606721732964483e-14	2.7606721732964483e-14	2.2923768749289164e-14	2.2923768749289164e-14	2.3406478140331272e-14	2.3406478140331272e-14	6.831074010138666e-18	6.831074010138666e-18	2.3406478140331272e-14	2.3406478140331272e-14
4.001200960768616	6.597986452186834e-10	4.1581427075066823e-14	3.713298399794957e-16	2.634555370345085e-13	1.0358439653132177e-14	1.4691778438734686e-17	4.0414740143521887e-16	0.0	4.0414740143521887e-16	1.189124885797974e-14	1.189124885797974e-14	7.248501759367498e-14	7.248501759367498e-14	3.0211585313863844e-16	3.0211585313863844e-16	5.3561884490462895e-15	5.3561884490462895e-15	1.4691778438734686e-17	1.4691778438734686e-17	4.0414740143521887e-16	4.0414740143521887e-16	0.0	0.0	4.0414740143521887e-16	4.0414740143521887e-16
5.00160128102482	7.539958007043663e-10	4.7273198059208045e-14	4.146544216026802e-16	2.989892867808112e-13	1.1257607244478082e-14	0.0	7.260441830131062e-18	0.0	7.260441830131062e-18	1.3496350290816927e-14	1.3496350290816927e-14	8.18063222086763e-14	8.18063222086763e-14	3.358516807113163e-16	3.358516807113163e-16	5.597354312321343e-15	5.597354312321343e-15	0.0	0.0	7.260441830131062e-18	7.260441830131062e-18	0.0	0.0	7.260441830131062e-18	7.260441830131062e-18
6.002001601281026	8.389318048300671e-10	5.2310689073380494e-14	4.505404498443322e-16	3.2955970395605574e-13	1.2376256453306912e-14	0.0	1.2415146094382589e-19	0.0	1.2415146094382589e-19	1.4922418976566184e-14	1.4922418976566184e-14	9.033060871978897e-14	9.033060871978897e-14	3.6324645555380124e-16	3.6324645555380124e-16	6.141192521279911e-15	6.141192521279911e-15	0.0	0.0	1.2415146094382589e-19	1.2415146094382589e-19	0.0	0.0	1.2415146094382589e-19	1.2415146094382589e-19
7.00240192153723	9.165459216772928e-10	5.6801227540957776e-14	4.816313407333462e-16	3.552256583239929e-13	1.336954938307828e-14	0.0	3.838151055520139e-21	0.0	3.838151055520139e-21	1.619148012196963e-14	1.619148012196963e-14	9.790468806880555e-14	9.790468806880555e-14	3.8675613590672767e-16	3.8675613590672767e-16	6.6249321819384905e-15	6.6249321819384905e-15	0.0	0.0	3.838151055520139e-21	3.838151055520139e-21	0.0	0.0	3.838151055520139e-21	3.838151055520139e-21
8.002802241793438	9.88172458296277e-10	6.08321256991598e-14	5.092753887216905e-16	3.804401263838381e-13	1.4258588326552836e-14	0.0	0.0	0.0	0.0	1.7329128098959773e-14	1.7329128098959773e-14	1.0469374644212503e-13	1.0469374644212503e-13	4.0759702892936597e-16	4.0759702892936597e-16	7.055222034450879e-15	7.055222034450879e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9.003202562049642	1.054848828778415e-09	6.447077125064606e-14	5.343799346656966e-16	4.041656024444003e-13	1.5061987386234238e-14	0.0	0.0	0.0	0.0	1.8354473689408736e-14	1.8354473689408736e-14	1.1083079757947171e-13	1.1083079757947171e-13	4.265751151793722e-16	4.265751151793722e-16	7.441775940474822e-15	7.441775940474822e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10.003602882305843	1.1173207588887146e-09	6.77723934826246e-14	5.576257146768022e-16	4.2651005495930244e-13	1.579484239338334e-14	0.0	0.0	0.0	0.0	1.928299074299955e-14	1.928299074299955e-14	1.1642422757400054e-13	1.1642422757400054e-13	4.442874738736535e-16	4.442874738736535e-16	7.792822532746715e-15	7.792822532746715e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
